"MasterID","yr","COMID","pChem","pHab","pOverall","biological_condition","stress_condition","SQI","County","SMC_region","Regional_board","Constraint_class","ASCI","blc","bs","Cond","CSCI","Ev_FlowHab","H_AqHab","H_SubNat","hy","CRAM","IPI","PCT_SAFN","ps","TN","TP","XCMG","lon","lat","ASCI_ptile","blc_ptile","bs_ptile","Cond_ptile","CRAM_ptile","CSCI_ptile","Ev_FlowHab_ptile","H_AqHab_ptile","H_SubNat_ptile","hy_ptile","IPI_ptile","PCT_SAFN_ptile","ps_ptile","TN_ptile","TP_ptile","XCMG_ptile"
"SMC04806",2013,20331318,0.991875740779586,0.910793123327595,0.99927526020967,"Impacted for CSCI","Stressed by chemistry and habitat degradation","Impacted and stressed","San Diego","Central San Diego","San Diego","likely constrained",0.92,86.4,52.8,2437,0.78,1,0.58,0.7,50,57,1.14,1,37.5,0.26,0.05,0.96,-117.19358,32.89036,0.764044943820225,0.565543071161049,0.333333333333333,0.827715355805243,0.318352059925094,0.614232209737828,1,0.273408239700375,0.449438202247191,0.288389513108614,0.947565543071161,1,0.247191011235955,0.172284644194757,0.400749063670412,0.887640449438202
"SMC04934",2013,20329180,0.999959592986632,0.620904179155586,0.999984681870099,"Impacted for CSCI and ASCI","Stressed by chemistry degradation","Impacted and stressed","San Diego","Central San Diego","San Diego","possibly constrained",0.74,86.4,75,3963,0.75,0.62,0.65,0.95,75,72,1.09,0.78,50,0.75,0.19,1,-117.1627,33.03312,0.49812734082397,0.565543071161049,0.771535580524345,0.951310861423221,0.602996254681648,0.576779026217228,0.426966292134831,0.348314606741573,0.835205992509363,0.756554307116105,0.898876404494382,0.602996254681648,0.524344569288389,0.453183520599251,0.771535580524345,1
"906M23302",2015,20331478,0.999999959597412,0.934517505084164,0.999999997354338,"Impacted for CSCI and ASCI","Stressed by chemistry and habitat degradation","Impacted and stressed","San Diego","Mission Bay and San Diego River","San Diego","likely constrained",0.79,86.4,47.2,6936,0.61,0.26,0.98,0.87,50,55,1,1,37.5,0.38,0.17,0.72,-117.19986,32.81736,0.595505617977528,0.565543071161049,0.299625468164794,0.98876404494382,0.303370786516854,0.344569288389513,0.108614232209738,0.970037453183521,0.700374531835206,0.288389513108614,0.722846441947566,1,0.247191011235955,0.269662921348315,0.726591760299625,0.692883895131086
"906M23318",2015,20331462,0.999999892647815,0.811132172802616,0.999999979724626,"Impacted for CSCI","Stressed by chemistry degradation","Impacted and stressed","San Diego","Mission Bay and San Diego River","San Diego","likely constrained",0.85,43.1,69.4,6880,0.39,0.61,0.73,0.87,58.3,58,1.14,1,62.5,0.32,0.08,1,-117.23035,32.8249,0.696629213483146,0.119850187265918,0.666666666666667,0.98501872659176,0.337078651685393,0.0861423220973783,0.408239700374532,0.50187265917603,0.700374531835206,0.400749063670412,0.947565543071161,1,0.565543071161049,0.228464419475655,0.48314606741573,1
"907S11430",2012,20332934,0.982167318962093,0.997993727597895,0.999964222784178,"Impacted for ASCI","Stressed by chemistry and habitat degradation","Impacted and stressed","San Diego","Mission Bay and San Diego River","San Diego","possibly constrained",0.41,42,36,1187,0.9,0.37,0.48,0.36,42,36,0.43,0.31,25,15,0.12,0.21,-116.860044,32.848372,0.0374531835205993,0.116104868913858,0.235955056179775,0.438202247191011,0.101123595505618,0.741573033707865,0.187265917602996,0.232209737827715,0.198501872659176,0.243445692883895,0.183520599250936,0.228464419475655,0.213483146067416,0.970037453183521,0.632958801498127,0.217228464419476
"SMC01046",2009,20331476,0.999942378541083,0.737452383521296,0.999984871623303,"Impacted for CSCI and ASCI","Stressed by chemistry degradation","Impacted and stressed","San Diego","Mission Bay and San Diego River","San Diego","likely constrained",0.83,63,81,4421,0.68,0.42,0.98,0.96,67,69,1.04,1,63,0.57,0.04,0.7,-117.18494,32.79509,0.666666666666667,0.224719101123595,0.876404494382023,0.966292134831461,0.524344569288389,0.460674157303371,0.209737827715356,0.970037453183521,0.872659176029963,0.543071161048689,0.816479400749064,1,0.677902621722846,0.363295880149813,0.367041198501873,0.677902621722846
"SMC01606",2009,20331408,0.998162804254188,0.998644158279062,0.999997509053358,"Impacted for CSCI and ASCI","Stressed by chemistry and habitat degradation","Impacted and stressed","San Diego","Mission Bay and San Diego River","San Diego","likely constrained",0.75,79,31,2510,0.73,0.03,0.29,0.38,42,44,0.25,0.23,25,0.7,0.15,0.1,-117.23481,32.84198,0.524344569288389,0.468164794007491,0.191011235955056,0.850187265917603,0.232209737827715,0.550561797752809,0.0149812734082397,0.157303370786517,0.205992509363296,0.243445692883895,0.0674157303370786,0.194756554307116,0.213483146067416,0.430711610486891,0.696629213483146,0.138576779026217
"SMC02006",2009,20333004,0.99329072213849,0.999487129526191,0.999996559009484,"Impacted for CSCI and ASCI","Stressed by chemistry and habitat degradation","Impacted and stressed","San Diego","Mission Bay and San Diego River","San Diego","likely constrained",0.44,63,28,2402,0.46,0.06,0,0.34,33,37,0.15,0.23,25,3.5,0.02,0.03,-116.98486,32.83083,0.048689138576779,0.224719101123595,0.164794007490637,0.820224719101124,0.131086142322097,0.157303370786517,0.0224719101123595,0.0374531835205993,0.172284644194757,0.134831460674157,0.0149812734082397,0.194756554307116,0.213483146067416,0.760299625468165,0.254681647940075,0.0823970037453183
"SMC03110",2011,20331934,0.99925317301839,0.702274967065846,0.999777650912304,"Impacted for CSCI and ASCI","Stressed by chemistry degradation","Impacted and stressed","San Diego","Mission Bay and San Diego River","San Diego","likely constrained",0.68,92,69,2762,0.7,0.79,0.77,0.89,75,75,1.04,0.77,63,0.78,0.19,0.76,-117.07335,32.81105,0.397003745318352,0.756554307116105,0.647940074906367,0.880149812734082,0.681647940074906,0.52059925093633,0.719101123595506,0.584269662921348,0.730337078651685,0.756554307116105,0.816479400749064,0.584269662921348,0.677902621722846,0.460674157303371,0.771535580524345,0.730337078651685
"SMC04054",2009,20331414,0.997910189799487,0.718394231179777,0.999411497391796,"Impacted for CSCI and ASCI","Stressed by chemistry degradation","Impacted and stressed","San Diego","Mission Bay and San Diego River","San Diego","likely constrained",0.65,79,69,2352,0.67,0.82,0.87,0.59,83,80,0.96,0.46,88,1.13,0.16,0.81,-117.01874,32.83697,0.329588014981273,0.468164794007491,0.647940074906367,0.812734082397004,0.782771535580524,0.441947565543071,0.745318352059925,0.801498127340824,0.348314606741573,0.857677902621723,0.636704119850187,0.322097378277154,0.958801498127341,0.546816479400749,0.707865168539326,0.764044943820225
"SMC04134",2011,20331434,0.999017806135268,0.294796220316602,0.999307353174209,"Impacted for CSCI and ASCI","Stressed by chemistry degradation","Impacted and stressed","San Diego","Mission Bay and San Diego River","San Diego","possibly constrained",0.82,100,86,2594,0.78,0.84,0.79,0.95,83,89,1.2,1,88,0.99,0.2,0.95,-117.05243,32.82874,0.644194756554307,1,0.917602996254682,0.865168539325843,0.955056179775281,0.614232209737828,0.756554307116105,0.621722846441948,0.835205992509363,0.857677902621723,0.99250936329588,1,0.958801498127341,0.50936329588015,0.790262172284644,0.876404494382023
"SMC04426",2011,20330010,0.319256543201674,0.164937392064617,0.431536593631042,"Healthy","Low stress","Healthy and unstressed","San Diego","Mission Bay and San Diego River","San Diego","possibly unconstrained",1.05,100,69,524,0.88,0.77,0.71,1,92,81,1.14,1,63,0.29,0.02,0.86,-116.66995,33.00696,0.932584269662921,1,0.647940074906367,0.168539325842697,0.797752808988764,0.719101123595506,0.692883895131086,0.441947565543071,1,0.947565543071161,0.947565543071161,1,0.677902621722846,0.198501872659176,0.254681647940075,0.808988764044944
"SMC04682",2011,20332528,0.210394010116019,0.500884424967441,0.605895352309904,"Healthy","Low stress","Healthy and unstressed","San Diego","Mission Bay and San Diego River","San Diego","possibly unconstrained",0.93,100,89,361,1.19,0.66,0.73,1,75,88,1.13,1,88,0.26,0.01,0.88,-116.64814,32.97115,0.786516853932584,1,0.955056179775281,0.112359550561798,0.940074906367041,0.99250936329588,0.49812734082397,0.50187265917603,1,0.756554307116105,0.932584269662921,1,0.958801498127341,0.172284644194757,0.179775280898876,0.835205992509363
"SMC05702",2010,20331462,0.999709516199175,0.521801209813545,0.999861090997877,"Impacted for CSCI and ASCI","Stressed by chemistry degradation","Impacted and stressed","San Diego","Mission Bay and San Diego River","San Diego","likely constrained",0.64,88,86,3847,0.52,1,0.77,0.84,75,78,1.15,1,63,0.55,0.04,0.82,-117.22954,32.83209,0.295880149812734,0.595505617977528,0.917602996254682,0.940074906367041,0.756554307116105,0.228464419475655,1,0.584269662921348,0.644194756554307,0.756554307116105,0.966292134831461,1,0.677902621722846,0.340823970037453,0.367041198501873,0.786516853932584
"SMC06918",2012,20331496,0.999971757360663,0.873347136737134,0.999996422988862,"Impacted for CSCI and ASCI","Stressed by chemistry degradation","Impacted and stressed","San Diego","Mission Bay and San Diego River","San Diego","likely constrained",0.75,92,69,3912,0.62,0.7,0.81,0.54,67,76,0.97,0.62,75,0.96,0.28,0.87,-117.184,32.78184,0.524344569288389,0.756554307116105,0.647940074906367,0.947565543071161,0.715355805243446,0.355805243445693,0.546816479400749,0.666666666666667,0.269662921348315,0.543071161048689,0.670411985018727,0.426966292134831,0.842696629213483,0.50187265917603,0.831460674157303,0.823970037453184
"SMC07126",2012,948070393,0.999307974816772,0.643157336480124,0.999753055890394,"Impacted for CSCI and ASCI","Stressed by chemistry degradation","Impacted and stressed","San Diego","Mission Bay and San Diego River","San Diego",NA,0.73,100,72,2508,0.4,0.9,0.92,0.82,75,84,1.15,0.79,88,1.98,0.27,0.91,-117.03457,32.84359,0.47940074906367,1,0.700374531835206,0.846441947565543,0.861423220973783,0.0973782771535581,0.835205992509363,0.906367041198502,0.606741573033708,0.756554307116105,0.966292134831461,0.617977528089888,0.958801498127341,0.651685393258427,0.827715355805243,0.853932584269663
"SMC09174",2012,20331412,0.999276217058795,0.78985246790055,0.99984789880113,"Impacted for CSCI and ASCI","Stressed by chemistry degradation","Impacted and stressed","San Diego","Mission Bay and San Diego River","San Diego","likely constrained",0.65,71,81,2846,0.54,0.46,0.7,0.59,75,79,0.91,0.53,88,2.17,0.11,0.94,-117.002,32.83971,0.329588014981273,0.352059925093633,0.876404494382023,0.898876404494382,0.767790262172285,0.277153558052434,0.232209737827715,0.415730337078652,0.348314606741573,0.756554307116105,0.539325842696629,0.382022471910112,0.958801498127341,0.685393258426966,0.595505617977528,0.868913857677903
"SMC12246",2013,20331398,0.997801345655846,0.459114687595675,0.998810780158193,"Impacted for CSCI and ASCI","Stressed by chemistry degradation","Impacted and stressed","San Diego","Mission Bay and San Diego River","San Diego","possibly constrained",0.77,93.3,91.7,1686,0.41,0.98,0.88,0.95,75,84,1.27,1,75,2.08,0.6,1,-117.04284,32.83982,0.546816479400749,0.790262172284644,0.958801498127341,0.625468164794007,0.861423220973783,0.101123595505618,0.921348314606742,0.820224719101124,0.835205992509363,0.756554307116105,1,1,0.842696629213483,0.670411985018727,0.891385767790262,1
"SMC19552",2013,20331402,0.998651159593909,0.860998456138221,0.99981250910113,"Impacted for CSCI and ASCI","Stressed by chemistry degradation","Impacted and stressed","San Diego","Mission Bay and San Diego River","San Diego","likely constrained",0.54,86.4,58.3,2600,0.51,0.61,0.96,0.71,66.7,68,1.01,0.69,62.5,0.61,0.17,0.82,-117.02366,32.83965,0.134831460674157,0.565543071161049,0.460674157303371,0.868913857677903,0.51310861423221,0.213483146067416,0.408239700374532,0.955056179775281,0.453183520599251,0.460674157303371,0.745318352059925,0.49812734082397,0.565543071161049,0.382022471910112,0.726591760299625,0.786516853932584
"SMC32718",2010,20332828,0.862478982650399,0.655170605439106,0.952578710847939,"Impacted for ASCI","Stressed by low levels of chemistry or habitat degradation","Impacted and stressed","San Diego","Mission Bay and San Diego River","San Diego","possibly unconstrained",0.83,100,86,810,0.82,1,0.95,0.73,83,80,1.03,0.61,50,0.48,0.12,0.7,-116.82232,32.88458,0.666666666666667,1,0.917602996254682,0.232209737827715,0.782771535580524,0.659176029962547,1,0.928838951310861,0.471910112359551,0.857677902621723,0.786516853932584,0.415730337078652,0.524344569288389,0.307116104868914,0.632958801498127,0.677902621722846
"909S00282",2009,20332896,0.0660998813235813,0.886274237740774,0.893791497129543,"Healthy","Low stress","Healthy and unstressed","San Diego","Southern San Diego","San Diego","likely unconstrained",1.07,100,61,385,1.03,0.74,0.58,0.58,75,78,0.83,0.37,75,0,0,0.76,-116.613645,32.871825,0.947565543071161,1,0.49438202247191,0.119850187265918,0.756554307116105,0.910112359550562,0.614232209737828,0.273408239700375,0.333333333333333,0.756554307116105,0.419475655430712,0.258426966292135,0.842696629213483,0.0936329588014981,0.108614232209738,0.730337078651685
"909S14218",2012,20333018,0.918616965942944,0.670092311946477,0.973151111387455,"Impacted for ASCI","Stressed by chemistry degradation","Impacted and stressed","San Diego","Southern San Diego","San Diego","possibly unconstrained",0.61,92,83,1050,1.03,0.68,0.91,0.87,75,85,1.1,0.75,88,0.67,0.11,0.91,-116.7360345,32.8299825,0.224719101123595,0.756554307116105,0.883895131086142,0.363295880149813,0.876404494382023,0.910112359550562,0.51310861423221,0.880149812734082,0.700374531835206,0.756554307116105,0.906367041198502,0.550561797752809,0.958801498127341,0.419475655430712,0.595505617977528,0.853932584269663
"911LAP",2014,20325295,0.55851181787516,0.77599023582307,0.901102336435313,"Healthy","Stressed by low levels of chemistry or habitat degradation","Healthy and resilient","San Diego","Southern San Diego","San Diego","possibly unconstrained",0.97,100,58.3,871,1.05,0.41,0.56,0.58,75,71,0.85,0.59,50,0.1,0.03,0.87,-116.48152,32.70021,0.857677902621723,1,0.460674157303371,0.265917602996255,0.569288389513109,0.932584269662921,0.202247191011236,0.262172284644195,0.333333333333333,0.756554307116105,0.453183520599251,0.411985018726592,0.524344569288389,0.108614232209738,0.307116104868914,0.823970037453184
"911M24913",2015,20325579,0.966433755373283,0.820356063250798,0.99397002767337,"Impacted for CSCI and ASCI","Stressed by chemistry degradation","Impacted and stressed","San Diego","Southern San Diego","San Diego","possibly unconstrained",0.81,92,77.8,1485,0.73,0.29,0.6,0.67,66.7,72,0.9,0.75,50,0.27,0.13,0.91,-116.51532,32.59027,0.617977528089888,0.756554307116105,0.786516853932584,0.576779026217228,0.602996254681648,0.550561797752809,0.138576779026217,0.284644194756554,0.426966292134831,0.460674157303371,0.51310861423221,0.550561797752809,0.524344569288389,0.179775280898876,0.651685393258427,0.853932584269663
"SMC01258",2009,948070399,0.999901885845842,0.769708252661103,0.99997740512,"Impacted for CSCI and ASCI","Stressed by chemistry degradation","Impacted and stressed","San Diego","Southern San Diego","San Diego",NA,0.68,79,75,3800,0.54,0.88,0.73,0.56,75,76,0.97,0.63,75,0.46,0.14,0.81,-117.05886,32.64949,0.397003745318352,0.468164794007491,0.771535580524345,0.932584269662921,0.715355805243446,0.277153558052434,0.816479400749064,0.50187265917603,0.299625468164794,0.756554307116105,0.670411985018727,0.441947565543071,0.842696629213483,0.299625468164794,0.681647940074906,0.764044943820225
"SMC05146",2012,20332968,0.559298610918446,0.737387772192894,0.884266426415607,"Healthy","Low stress","Healthy and unstressed","San Diego","Southern San Diego","San Diego","possibly unconstrained",0.91,83,69,518,1.02,0.66,0.77,0.54,67,67,1.06,0.86,50,0.05,0.08,1,-116.61346,32.84526,0.756554307116105,0.535580524344569,0.647940074906367,0.161048689138577,0.50187265917603,0.891385767790262,0.49812734082397,0.584269662921348,0.269662921348315,0.543071161048689,0.850187265917603,0.726591760299625,0.524344569288389,0.101123595505618,0.48314606741573,1
"SMC05402",2011,20325065,0.503850412077807,0.415292884163124,0.70989780542236,"Healthy","Low stress","Healthy and unstressed","San Diego","Southern San Diego","San Diego","possibly unconstrained",0.93,100,81,671,0.95,0.72,0.78,0.96,83,88,1.06,0.93,88,0.66,0.02,0.72,-116.57311,32.80468,0.786516853932584,1,0.876404494382023,0.191011235955056,0.940074906367041,0.790262172284644,0.591760299625468,0.610486891385768,0.872659176029963,0.857677902621723,0.850187265917603,0.801498127340824,0.958801498127341,0.415730337078652,0.254681647940075,0.692883895131086
"SMC06298",2012,20332758,0.586652203934953,0.183935768555098,0.662681648484733,"Healthy","Low stress","Healthy and unstressed","San Diego","Southern San Diego","San Diego","possibly unconstrained",0.93,100,78,398,1.04,0.62,0.69,0.78,100,88,1.04,0.63,75,0.29,0.09,1,-116.57126,32.91213,0.786516853932584,1,0.823970037453184,0.134831460674157,0.940074906367041,0.925093632958802,0.426966292134831,0.393258426966292,0.546816479400749,1,0.816479400749064,0.441947565543071,0.842696629213483,0.198501872659176,0.531835205992509,1
"SMC06714",2010,20331588,0.999999959460326,0.813054801091999,0.999999992421303,"Impacted for CSCI and ASCI","Stressed by chemistry degradation","Impacted and stressed","San Diego","Southern San Diego","San Diego","likely constrained",0.82,75,50,7050,0.62,0.17,0.48,0.74,75,63,0.66,0.71,50,1.04,0.09,0.45,-117.00604,32.67579,0.644194756554307,0.415730337078652,0.325842696629214,0.99250936329588,0.378277153558052,0.355805243445693,0.0636704119850187,0.232209737827715,0.49063670411985,0.756554307116105,0.273408239700375,0.50936329588015,0.524344569288389,0.531835205992509,0.531835205992509,0.397003745318352
"SMC06794",2012,20334440,0.490147477270987,0.164937392064617,0.574241222707477,"Healthy","Low stress","Healthy and unstressed","San Diego","Southern San Diego","San Diego","possibly unconstrained",0.99,100,81,547,1,0.85,0.82,0.87,92,87,1.15,1,75,0.22,0.04,0.86,-116.64687,32.83039,0.891385767790262,1,0.876404494382023,0.172284644194757,0.917602996254682,0.853932584269663,0.771535580524345,0.692883895131086,0.700374531835206,0.947565543071161,0.966292134831461,1,0.842696629213483,0.153558052434457,0.367041198501873,0.808988764044944
"SMC09162",2011,20332982,0.883923069672857,0.795410454412978,0.976251873571234,"Healthy","Stressed by low levels of chemistry or habitat degradation","Healthy and resilient","San Diego","Southern San Diego","San Diego","possibly constrained",0.87,79,72,978,0.99,0.75,0.63,0.57,75,69,0.97,0.5,50,0.54,0.1,0.98,-116.70988,32.84087,0.711610486891386,0.468164794007491,0.700374531835206,0.333333333333333,0.524344569288389,0.846441947565543,0.655430711610487,0.329588014981273,0.325842696629214,0.756554307116105,0.670411985018727,0.352059925093633,0.524344569288389,0.337078651685393,0.558052434456929,0.891385767790262
"SMC13402",2013,20325043,0.529904529790161,0.704644100605361,0.861154529594827,"Healthy","Low stress","Healthy and unstressed","San Diego","Southern San Diego","San Diego","possibly unconstrained",0.85,100,69.4,693,1.03,0.57,0.91,1,66.7,78,1.13,1,75,0.25,0.03,0.84,-116.56542,32.81507,0.696629213483146,1,0.666666666666667,0.194756554307116,0.756554307116105,0.910112359550562,0.352059925093633,0.880149812734082,1,0.460674157303371,0.932584269662921,1,0.842696629213483,0.164794007490637,0.307116104868914,0.797752808988764
"SMC16266",2011,20334446,0.817001231382126,0.816000017094591,0.9663282297026,"Impacted for ASCI","Stressed by low levels of chemistry or habitat degradation","Impacted and stressed","San Diego","Southern San Diego","San Diego","possibly unconstrained",0.79,54,78,1171,0.9,0.66,0.62,1,58,63,1.16,1,63,0.74,0.03,1,-116.75313,32.81855,0.595505617977528,0.161048689138577,0.823970037453184,0.430711610486891,0.378277153558052,0.741573033707865,0.49812734082397,0.310861423220974,1,0.363295880149813,0.970037453183521,1,0.677902621722846,0.449438202247191,0.307116104868914,1
"SMC17918",2013,948070399,0.999998558261871,0.9283222379693,0.999999896659437,"Impacted for CSCI and ASCI","Stressed by chemistry and habitat degradation","Impacted and stressed","San Diego","Southern San Diego","San Diego",NA,0.7,25,30.6,5668,0.53,0.58,0.8,0.67,58.3,38,0.92,0.78,37.5,0.64,0.09,0.68,-117.03172,32.66304,0.426966292134831,0.0449438202247191,0.172284644194757,0.973782771535581,0.164794007490637,0.254681647940075,0.374531835205993,0.644194756554307,0.426966292134831,0.400749063670412,0.550561797752809,0.602996254681648,0.247191011235955,0.404494382022472,0.531835205992509,0.659176029962547
"SMC19228",2012,20334494,0.999999294609439,0.971252451620107,0.999999979721751,"Impacted for CSCI and ASCI","Stressed by chemistry and habitat degradation","Impacted and stressed","San Diego","Southern San Diego","San Diego","possibly constrained",0.54,58,58,5403,0.65,0.72,0.92,0.91,42,49,1.07,1,38,5.07,0.16,0.66,-116.98501,32.66405,0.134831460674157,0.168539325842697,0.426966292134831,0.970037453183521,0.250936329588015,0.397003745318352,0.591760299625468,0.906367041198502,0.752808988764045,0.243445692883895,0.868913857677903,1,0.314606741573034,0.816479400749064,0.707865168539326,0.621722846441948
"SMC23495",2013,20332998,0.952484315917034,0.89939522079647,0.995219695094129,"Impacted for CSCI","Stressed by chemistry degradation","Impacted and stressed","San Diego","Southern San Diego","San Diego","possibly constrained",0.87,80.6,63.9,1323,0.7,0.3,0.83,0.88,58.3,63,1,0.82,50,8.7,0.04,0.86,-116.72302,32.83382,0.711610486891386,0.48314606741573,0.51685393258427,0.524344569288389,0.378277153558052,0.52059925093633,0.146067415730337,0.722846441947566,0.722846441947566,0.400749063670412,0.722846441947566,0.681647940074906,0.524344569288389,0.917602996254682,0.367041198501873,0.808988764044944
"SMC26694",2013,20332982,0.930510020247089,0.886444264544574,0.992109014242376,"Impacted for CSCI and ASCI","Stressed by chemistry degradation","Impacted and stressed","San Diego","Southern San Diego","San Diego","possibly constrained",0.7,80.6,75,1174,0.38,0.26,0.82,0.84,58.3,66,1.03,0.8,50,0.6,0.1,1,-116.71706,32.8377,0.426966292134831,0.48314606741573,0.771535580524345,0.434456928838951,0.453183520599251,0.0749063670411985,0.108614232209738,0.692883895131086,0.644194756554307,0.400749063670412,0.786516853932584,0.644194756554307,0.524344569288389,0.374531835205993,0.558052434456929,1
"SMC37632",2013,20334494,0.999999663974865,0.867150528249871,0.999999955359238,"Impacted for CSCI and ASCI","Stressed by chemistry degradation","Impacted and stressed","San Diego","Southern San Diego","San Diego","possibly constrained",0.72,96.5,58.3,6654,0.57,0.95,0.96,0.95,58.3,66,1.15,1,50,1.03,0.02,0.7,-116.99925,32.67201,0.464419475655431,0.808988764044944,0.460674157303371,0.9812734082397,0.453183520599251,0.288389513108614,0.895131086142322,0.955056179775281,0.835205992509363,0.400749063670412,0.966292134831461,1,0.524344569288389,0.528089887640449,0.254681647940075,0.677902621722846
"801LYC600",2009,24843846,0.249602071960423,0.191013404018217,0.39293813456348,"Healthy","Low stress","Healthy and unstressed","San Bernardino","Middle Santa Ana","Santa Ana","possibly unconstrained",0.97,83,67,296,1.03,0.88,0.71,0.83,100,78,0.9,0.89,63,0.57,0.02,0.41,-117.48291,34.23092,0.857677902621723,0.535580524344569,0.606741573033708,0.0711610486891386,0.756554307116105,0.910112359550562,0.816479400749064,0.441947565543071,0.629213483146067,1,0.51310861423221,0.764044943820225,0.677902621722846,0.363295880149813,0.254681647940075,0.382022471910112
"801RB8601",2009,22558000,0.874771533147291,0.998665548194247,0.999832888646277,"Impacted for CSCI and ASCI","Stressed by habitat degradation","Impacted and stressed","San Bernardino","Middle Santa Ana","Santa Ana","likely constrained",0.69,25,25,343,0.34,1,0,0.36,42,29,0.39,0.22,25,2.84,0.23,0.11,-117.585875,34.0271,0.408239700374532,0.0449438202247191,0.149812734082397,0.0936329588014981,0.0411985018726592,0.0411985018726592,1,0.0374531835205993,0.198501872659176,0.243445692883895,0.161048689138577,0.187265917602996,0.213483146067416,0.715355805243446,0.812734082397004,0.149812734082397
"801S01559",2011,22554844,0.224194050001636,0.588442312088966,0.68071109695105,"Healthy","Low stress","Healthy and unstressed","San Bernardino","Middle Santa Ana","Santa Ana","possibly unconstrained",1.06,100,25,321,0.94,0.52,0.55,0.76,83,65,0.71,0.92,50,0.72,0.01,0.24,-117.45726,34.20984,0.940074906367041,1,0.149812734082397,0.0749063670411985,0.419475655430712,0.782771535580524,0.314606741573034,0.254681647940075,0.50936329588015,0.857677902621723,0.318352059925094,0.790262172284644,0.524344569288389,0.441947565543071,0.179775280898876,0.254681647940075
"801S02464",2011,22554692,0.191361275562616,0.207561531934281,0.359203567988223,"Impacted for CSCI","Low stress","Impacted by unknown stress","San Bernardino","Middle Santa Ana","Santa Ana","possibly unconstrained",0.93,100,72,260,0.69,0.68,0.36,0.83,100,87,0.72,0.93,75,0.62,0.01,0.25,-117.64321,34.24635,0.786516853932584,1,0.700374531835206,0.0561797752808989,0.917602996254682,0.49063670411985,0.51310861423221,0.191011235955056,0.629213483146067,1,0.325842696629214,0.801498127340824,0.842696629213483,0.389513108614232,0.179775280898876,0.265917602996255
"801M16861",2015,22560686,0.995780414615093,0.83378114647291,0.999298625354961,"Impacted for CSCI and ASCI","Stressed by chemistry degradation","Impacted and stressed","Riverside","Middle Santa Ana","Santa Ana","possibly constrained",0.58,93.3,52.8,1998,0.69,0.95,0.77,0.86,66.7,66,1.03,0.84,50,9.2,0.08,0.65,-117.36136,33.89732,0.187265917602996,0.790262172284644,0.333333333333333,0.734082397003745,0.453183520599251,0.49063670411985,0.895131086142322,0.584269662921348,0.666666666666667,0.460674157303371,0.786516853932584,0.704119850187266,0.524344569288389,0.928838951310861,0.48314606741573,0.602996254681648
"801M16908",2016,22560628,0.982993152260256,0.758109796497359,0.995886210139295,"Impacted for ASCI","Stressed by chemistry degradation","Impacted and stressed","Riverside","Middle Santa Ana","Santa Ana","possibly constrained",0.79,93.3,55.6,1243,0.84,0.55,1,0.85,66.7,66,1.1,0.89,50,11.22,0.12,0.88,-117.63602,33.91828,0.595505617977528,0.790262172284644,0.367041198501873,0.49438202247191,0.453183520599251,0.681647940074906,0.333333333333333,1,0.655430711610487,0.460674157303371,0.906367041198502,0.764044943820225,0.524344569288389,0.947565543071161,0.632958801498127,0.835205992509363
"801M16916",2016,22560452,0.996863369416582,0.968606833681767,0.999901531234416,"Impacted for CSCI","Stressed by chemistry and habitat degradation","Impacted and stressed","Riverside","Middle Santa Ana","Santa Ana","possibly constrained",0.94,100,58.3,1043,0.74,0.56,0.9,0.44,58.3,67,0.93,0.34,50,6.16,1.28,1,-117.49156,33.96417,0.805243445692884,1,0.460674157303371,0.359550561797753,0.50187265917603,0.569288389513109,0.340823970037453,0.850187265917603,0.232209737827715,0.400749063670412,0.573033707865168,0.250936329588015,0.524344569288389,0.842696629213483,0.962546816479401,1
"SMC00957",2010,22560496,0.976500267638314,0.9907180454727,0.999781876552815,"Impacted for CSCI and ASCI","Stressed by chemistry and habitat degradation","Impacted and stressed","Riverside","Middle Santa Ana","Santa Ana","likely constrained",0.61,79,61,1188,0.78,0.94,0.63,0.28,50,57,0.67,0.49,38,2.5,0.18,0.37,-117.37075,33.96195,0.224719101123595,0.468164794007491,0.49438202247191,0.441947565543071,0.318352059925094,0.614232209737828,0.880149812734082,0.329588014981273,0.153558052434457,0.288389513108614,0.277153558052434,0.340823970037453,0.314606741573034,0.696629213483146,0.752808988764045,0.355805243445693
"SMC06653",2010,22563032,0.997291883635525,0.983025195419823,0.999954030253933,"Impacted for CSCI and ASCI","Stressed by chemistry and habitat degradation","Impacted and stressed","Riverside","Middle Santa Ana","Santa Ana","possibly constrained",0.67,92,94,1090,0.59,0.61,0.74,0.1,58,74,0.79,0.14,50,7.35,1.24,1,-117.46267,33.96371,0.378277153558052,0.756554307116105,0.97752808988764,0.378277153558052,0.647940074906367,0.325842696629214,0.408239700374532,0.50936329588015,0.112359550561798,0.363295880149813,0.370786516853933,0.108614232209738,0.524344569288389,0.887640449438202,0.958801498127341,1
