"MasterID","yr","COMID","pChem","pHab","pOverall","biological_condition","stress_condition","SQI","County","SMC_region","Regional_board","Constraint_class","ASCI","blc","bs","Cond","CSCI","Ev_FlowHab","H_AqHab","H_SubNat","hy","CRAM","IPI","PCT_SAFN","ps","TN","TP","XCMG","lon","lat","ASCI_ptile","blc_ptile","bs_ptile","Cond_ptile","CRAM_ptile","CSCI_ptile","Ev_FlowHab_ptile","H_AqHab_ptile","H_SubNat_ptile","hy_ptile","IPI_ptile","PCT_SAFN_ptile","ps_ptile","TN_ptile","TP_ptile","XCMG_ptile"
"SMC07085",2011,22563104,0.985126300487517,0.999537572903882,0.999993121998326,"Impacted for CSCI and ASCI","Stressed by chemistry and habitat degradation","Impacted and stressed","Riverside","Middle Santa Ana","Santa Ana","likely constrained",0.56,63,25,1400,0.48,0.23,0.58,0.55,33,37,0.35,0.2,25,13,0.09,0.02,-117.51705,33.88382,0.149812734082397,0.224719101123595,0.149812734082397,0.546816479400749,0.131086142322097,0.191011235955056,0.0861423220973783,0.273408239700375,0.277153558052434,0.134831460674157,0.146067415730337,0.176029962546816,0.213483146067416,0.962546816479401,0.531835205992509,0.0749063670411985
"SMC10189",2010,22560520,0.773763363996127,0.783182800023454,0.950948006049527,"Impacted for CSCI and ASCI","Stressed by low levels of chemistry or habitat degradation","Impacted and stressed","Riverside","Middle Santa Ana","Santa Ana","likely constrained",0.78,79,94,593,0.65,0.75,0.86,0.52,75,87,0.96,0.59,100,1.8,0.07,0.84,-117.30685,33.95788,0.569288389513109,0.468164794007491,0.97752808988764,0.179775280898876,0.917602996254682,0.397003745318352,0.655430711610487,0.782771535580524,0.250936329588015,0.756554307116105,0.636704119850187,0.411985018726592,1,0.636704119850187,0.441947565543071,0.797752808988764
"SMC10685",2010,24843756,0.994208378029458,0.655095215504628,0.998002441872372,"Impacted for ASCI","Stressed by chemistry degradation","Impacted and stressed","Riverside","Middle Santa Ana","Santa Ana","possibly constrained",0.65,67,92,855,0.82,0.64,0.75,0.41,83,76,0.94,0.47,63,6.4,1.09,1,-117.36873,34.01879,0.329588014981273,0.318352059925094,0.966292134831461,0.254681647940075,0.715355805243446,0.659176029962547,0.453183520599251,0.539325842696629,0.220973782771536,0.857677902621723,0.595505617977528,0.325842696629214,0.677902621722846,0.865168539325843,0.943820224719101,1
"SMC11181",2011,22563104,0.989944672085939,0.999572105566931,0.999995697381163,"Impacted for CSCI and ASCI","Stressed by chemistry and habitat degradation","Impacted and stressed","Riverside","Middle Santa Ana","Santa Ana","likely constrained",0.57,25,25,1440,0.54,0.1,0.65,0.23,33,27,0.27,0.16,25,17,0.11,0.05,-117.50296,33.88882,0.172284644194757,0.0449438202247191,0.149812734082397,0.565543071161049,0.0149812734082397,0.277153558052434,0.0337078651685393,0.348314606741573,0.142322097378277,0.134831460674157,0.0823970037453183,0.153558052434457,0.213483146067416,0.97752808988764,0.595505617977528,0.101123595505618
"SMC15677",2009,22563070,0.923144926938992,0.999601648559083,0.999969384670904,"Impacted for CSCI and ASCI","Stressed by chemistry and habitat degradation","Impacted and stressed","Riverside","Middle Santa Ana","Santa Ana","likely constrained",0.67,63,25,720,0.6,0.94,0.05,0,33,37,0.31,0.08,25,1.68,0.19,0.17,-117.60439,33.95445,0.378277153558052,0.224719101123595,0.149812734082397,0.202247191011236,0.131086142322097,0.337078651685393,0.880149812734082,0.0561797752808989,0.101123595505618,0.134831460674157,0.119850187265918,0.048689138576779,0.213483146067416,0.614232209737828,0.771535580524345,0.179775280898876
"SMC18169",2011,22560716,0.975272017226888,0.95490143172558,0.998884803380618,"Impacted for CSCI and ASCI","Stressed by chemistry and habitat degradation","Impacted and stressed","Riverside","Middle Santa Ana","Santa Ana","likely constrained",0.53,54,36,1404,0.47,0.58,0.61,0.73,67,52,0.71,0.45,50,3.3,0.09,0.43,-117.57191,33.89175,0.127340823970037,0.161048689138577,0.235955056179775,0.550561797752809,0.280898876404494,0.176029962546816,0.374531835205993,0.295880149812734,0.471910112359551,0.543071161048689,0.318352059925094,0.318352059925094,0.524344569288389,0.745318352059925,0.531835205992509,0.389513108614232
"845M10601",2016,22527365,0.995448311103197,0.777182078753146,0.998985802141852,"Impacted for CSCI and ASCI","Stressed by chemistry degradation","Impacted and stressed","Orange","San Gabriel","Santa Ana","likely constrained",0.47,55.2,41.7,1556,0.7,0.12,1,0.67,83.3,58,0.72,0.48,50,6.18,0.27,0.52,-117.88829,33.90791,0.0786516853932584,0.164794007490637,0.258426966292135,0.588014981273408,0.337078651685393,0.52059925093633,0.048689138576779,1,0.426966292134831,0.883895131086142,0.325842696629214,0.333333333333333,0.524344569288389,0.846441947565543,0.827715355805243,0.456928838951311
"SMC00702",2011,22524965,0.976801625973778,0.999612672211703,0.999991014625096,"Impacted for CSCI and ASCI","Stressed by chemistry and habitat degradation","Impacted and stressed","Orange","San Gabriel","Santa Ana","likely constrained",0.4,67,25,1700,0.53,0.31,0,0,33,38,0.1,0.15,25,1.28,0.07,0,-118.00297,33.87795,0.0299625468164794,0.318352059925094,0.149812734082397,0.640449438202247,0.164794007490637,0.254681647940075,0.149812734082397,0.0374531835205993,0.101123595505618,0.134831460674157,0.00374531835205993,0.131086142322097,0.213483146067416,0.569288389513109,0.441947565543071,0.048689138576779
"SMC00926",2010,22527363,0.998730301248811,0.981582223846437,0.999976614972618,"Impacted for CSCI and ASCI","Stressed by chemistry and habitat degradation","Impacted and stressed","Orange","San Gabriel","Santa Ana","likely constrained",0.78,54,50,1819,0.47,0.51,0.75,0.53,58,56,0.69,0.42,63,4.8,0.55,0.46,-117.88296,33.90739,0.569288389513109,0.161048689138577,0.325842696629214,0.700374531835206,0.310861423220974,0.176029962546816,0.295880149812734,0.539325842696629,0.258426966292135,0.363295880149813,0.288389513108614,0.288389513108614,0.677902621722846,0.812734082397004,0.887640449438202,0.408239700374532
"SMC00958",2011,22525759,0.796355349288684,0.987861014432283,0.997527960524073,"Impacted for CSCI and ASCI","Stressed by habitat degradation","Impacted and stressed","Orange","San Gabriel","Santa Ana","likely constrained",0.75,42,33,931,0.25,0.12,0.33,0.73,42,39,0.49,1,38,0.93,0.04,0.03,-117.99894,33.82532,0.524344569288389,0.116104868913858,0.202247191011236,0.318352059925094,0.191011235955056,0.00749063670411985,0.048689138576779,0.179775280898876,0.471910112359551,0.243445692883895,0.224719101123595,1,0.314606741573034,0.49438202247191,0.367041198501873,0.0823970037453183
"SMC01662",2012,22525697,0.991520777685781,0.999631459479768,0.999996875062997,"Impacted for CSCI and ASCI","Stressed by chemistry and habitat degradation","Impacted and stressed","Orange","San Gabriel","Santa Ana","likely constrained",0.43,25,25,1400,0.59,0.25,0.26,0,33,27,0.16,0.11,25,11.36,0.17,0.05,-117.95665,33.9248,0.0411985018726592,0.0449438202247191,0.149812734082397,0.546816479400749,0.0149812734082397,0.325842696629214,0.0973782771535581,0.142322097378277,0.101123595505618,0.134831460674157,0.0187265917602996,0.0636704119850187,0.213483146067416,0.951310861423221,0.726591760299625,0.101123595505618
"SMC01694",2010,22527375,0.963200363749774,0.998768789273326,0.999954691893111,"Impacted for CSCI","Stressed by chemistry and habitat degradation","Impacted and stressed","Orange","San Gabriel","Santa Ana","likely constrained",0.84,67,42,1602,0.39,0.03,0.77,0.57,33,42,0.44,0.5,25,0.56,0.07,0.08,-117.90272,33.92,0.685393258426966,0.318352059925094,0.277153558052434,0.610486891385768,0.220973782771536,0.0861423220973783,0.0149812734082397,0.584269662921348,0.325842696629214,0.134831460674157,0.191011235955056,0.352059925093633,0.213483146067416,0.352059925093633,0.441947565543071,0.119850187265918
"SMC01726",2010,22525751,0.996553776243063,0.999071053339086,0.999996798641948,"Impacted for CSCI and ASCI","Stressed by chemistry and habitat degradation","Impacted and stressed","Orange","San Gabriel","Santa Ana","likely constrained",0.8,54,25,1300,0.58,0.87,0.16,0,42,37,0.26,0.15,25,3.21,0.82,0,-117.98816,33.86351,0.602996254681648,0.161048689138577,0.149812734082397,0.51685393258427,0.131086142322097,0.307116104868914,0.790262172284644,0.0973782771535581,0.101123595505618,0.243445692883895,0.0711610486891386,0.131086142322097,0.213483146067416,0.737827715355805,0.917602996254682,0.048689138576779
"801BRC184",2009,22555476,0.228879901941899,0.361768037255829,0.5078465063049,"Healthy","Low stress","Healthy and unstressed","San Bernardino","Upper Santa Ana","Santa Ana","possibly unconstrained",0.95,100,64,231,0.99,0.87,0.82,0.93,92,83,0.91,0.89,75,0.15,0.03,0.34,-117.01553,34.16546,0.823970037453184,1,0.561797752808989,0.0374531835205993,0.838951310861423,0.846441947565543,0.790262172284644,0.692883895131086,0.794007490636704,0.947565543071161,0.539325842696629,0.764044943820225,0.842696629213483,0.119850187265918,0.307116104868914,0.337078651685393
"801MHC219",2009,22558904,0.359498267064558,0.14012150521252,0.4492463339747,"Healthy","Low stress","Healthy and unstressed","San Bernardino","Upper Santa Ana","Santa Ana","possibly unconstrained",0.88,100,78,335,1.02,0.62,0.92,1,100,92,1.07,0.86,88,0.44,0.03,0.74,-116.99195,34.11105,0.722846441947566,1,0.823970037453184,0.0823970037453183,0.970037453183521,0.891385767790262,0.426966292134831,0.906367041198502,1,1,0.868913857677903,0.726591760299625,0.958801498127341,0.292134831460674,0.307116104868914,0.715355805243446
"801RB8327",2009,22558038,0.52307760760426,0.766586935619467,0.888680082919216,"Impacted for CSCI","Low stress","Impacted by unknown stress","San Bernardino","Upper Santa Ana","Santa Ana","possibly constrained",0.99,92,31,643,0.59,1,0.04,0.56,92,66,0.54,0.33,50,1.53,0.02,0.28,-117.427665,34.233095,0.891385767790262,0.756554307116105,0.191011235955056,0.183520599250936,0.453183520599251,0.325842696629214,1,0.048689138576779,0.299625468164794,0.947565543071161,0.235955056179775,0.247191011235955,0.524344569288389,0.599250936329588,0.254681647940075,0.292134831460674
"801RB8572",2009,22557930,0.9856755099047,0.916304183278785,0.998801100102359,"Impacted for CSCI and ASCI","Stressed by chemistry and habitat degradation","Impacted and stressed","San Bernardino","Upper Santa Ana","Santa Ana","likely constrained",0.72,63,75,775,0.65,0.77,0.78,0.64,67,67,0.91,0.54,63,1.99,0.84,0.71,-117.292105,34.072375,0.464419475655431,0.224719101123595,0.771535580524345,0.224719101123595,0.50187265917603,0.397003745318352,0.692883895131086,0.610486891385768,0.389513108614232,0.543071161048689,0.539325842696629,0.385767790262172,0.677902621722846,0.655430711610487,0.925093632958802,0.685393258426966
"801S00135",2010,22558972,0.195401290686883,0.614352972892928,0.68970889973921,"Healthy","Low stress","Healthy and unstressed","San Bernardino","Upper Santa Ana","Santa Ana","possibly unconstrained",0.91,100,39,187,0.94,0.88,0.71,0.78,75,72,1.09,0.85,75,0,0.04,0.87,-116.878575,34.078185,0.756554307116105,1,0.250936329588015,0.0262172284644195,0.602996254681648,0.782771535580524,0.816479400749064,0.441947565543071,0.546816479400749,0.756554307116105,0.898876404494382,0.707865168539326,0.842696629213483,0.0936329588014981,0.367041198501873,0.823970037453184
"801S00791",2011,22554612,0.4620401359135,0.50594142499247,0.734216316138179,"Healthy","Low stress","Healthy and unstressed","San Bernardino","Upper Santa Ana","Santa Ana","possibly unconstrained",1.04,100,61,437,0.97,0.89,0.37,0.94,92,76,0.81,0.65,50,0.43,0.04,0.43,-117.446635,34.2792,0.925093632958802,1,0.49438202247191,0.149812734082397,0.715355805243446,0.831460674157303,0.827715355805243,0.198501872659176,0.808988764044944,0.947565543071161,0.397003745318352,0.464419475655431,0.524344569288389,0.288389513108614,0.367041198501873,0.389513108614232
"801S00903",2011,22559662,0.0694675377896806,0.344408451627206,0.389950782288388,"Healthy","Low stress","Healthy and unstressed","San Bernardino","Upper Santa Ana","Santa Ana","possibly unconstrained",1.12,100,89,104,0.97,0.71,1,0.95,92,86,1.03,0.78,63,0,0.01,0.63,-116.847295,34.17832,0.970037453183521,1,0.955056179775281,0.0187265917602996,0.898876404494382,0.831460674157303,0.558052434456929,1,0.835205992509363,0.947565543071161,0.786516853932584,0.602996254681648,0.677902621722846,0.0936329588014981,0.179775280898876,0.573033707865168
"801S01523",2011,22558930,0.280796728504496,0.875851284912164,0.910711837956865,"Healthy","Stressed by low levels of chemistry or habitat degradation","Healthy and resilient","San Bernardino","Upper Santa Ana","Santa Ana","possibly unconstrained",1.31,100,25,220,0.85,0.85,0.2,0.76,67,61,0.63,1,50,1,0.02,0.04,-116.982255,34.095355,1,1,0.149812734082397,0.0337078651685393,0.355805243445693,0.692883895131086,0.771535580524345,0.108614232209738,0.50936329588015,0.543071161048689,0.262172284644195,1,0.524344569288389,0.524344569288389,0.254681647940075,0.0936329588014981
"801S01655",2011,22557916,0.254551053438733,0.356780863669369,0.520512972414283,"Healthy","Low stress","Healthy and unstressed","San Bernardino","Upper Santa Ana","Santa Ana",NA,0.87,100,53,252,1.1,0.76,0.31,0.83,92,74,0.69,1,50,0.54,0.02,0.12,-117.06359,34.0805,0.711610486891386,1,0.348314606741573,0.048689138576779,0.647940074906367,0.970037453183521,0.674157303370786,0.164794007490637,0.629213483146067,0.947565543071161,0.288389513108614,1,0.524344569288389,0.337078651685393,0.254681647940075,0.153558052434457
"801S02123",2011,22555932,0.255317409586333,0.919508521137006,0.940059397014079,"Impacted for ASCI","Stressed by habitat degradation","Impacted and stressed","San Bernardino","Upper Santa Ana","Santa Ana","possibly constrained",0.72,71,25,237,0.79,1,0.33,0.72,67,50,0.66,0.82,38,0.61,0.02,0.08,-117.201675,34.108135,0.464419475655431,0.352059925093633,0.149812734082397,0.0411985018726592,0.269662921348315,0.621722846441948,1,0.179775280898876,0.456928838951311,0.543071161048689,0.273408239700375,0.681647940074906,0.314606741573034,0.382022471910112,0.254681647940075,0.119850187265918
"801S09591",2010,22555958,0.709463574603142,0.739966739214172,0.924450865926997,"Impacted for CSCI","Stressed by low levels of chemistry or habitat degradation","Impacted and stressed","San Bernardino","Upper Santa Ana","Santa Ana","possibly unconstrained",0.83,100,72,268,0.77,0.92,0.83,0.9,75,81,0.94,0.88,75,1,0.14,0.39,-117.166745,34.10396,0.666666666666667,1,0.700374531835206,0.0636704119850187,0.797752808988764,0.591760299625468,0.865168539325843,0.722846441947566,0.745318352059925,0.756554307116105,0.595505617977528,0.737827715355805,0.842696629213483,0.524344569288389,0.681647940074906,0.370786516853933
"802RB8218",2009,22535100,0.218391695484299,0.369776989729281,0.507412461475522,"Impacted for CSCI","Low stress","Impacted by unknown stress","Riverside","San Jacinto","Santa Ana","possibly unconstrained",1.16,100,97,65,0.74,0.76,0.24,0.84,100,93,0.71,0.59,75,0.19,0.04,0.4,-116.740665,33.8091,0.98876404494382,1,0.98501872659176,0.0112359550561798,0.973782771535581,0.569288389513109,0.674157303370786,0.131086142322097,0.644194756554307,1,0.318352059925094,0.411985018726592,0.842696629213483,0.138576779026217,0.367041198501873,0.378277153558052
"802RB8605",2009,22536092,0.45751907623443,0.901042686222828,0.9463175450088,"Impacted for CSCI","Stressed by habitat degradation","Impacted and stressed","Riverside","San Jacinto","Santa Ana","possibly unconstrained",0.94,75,97,195,0.74,0.29,0.75,0.88,75,81,0.74,0.43,75,0.36,0.08,0.52,-116.72679,33.738005,0.805243445692884,0.415730337078652,0.98501872659176,0.0299625468164794,0.797752808988764,0.569288389513109,0.138576779026217,0.539325842696629,0.722846441947566,0.756554307116105,0.337078651685393,0.295880149812734,0.842696629213483,0.254681647940075,0.48314606741573,0.456928838951311
"802S26909",2010,22532986,0.995649210096222,0.700625127967836,0.998697482829318,"Impacted for CSCI and ASCI","Stressed by chemistry degradation","Impacted and stressed","Riverside","San Jacinto","Santa Ana","possibly constrained",0.78,92,78,1977,0.58,0.75,0.69,0.77,75,71,0.96,0.81,38,0.47,0.26,0.68,-117.275175,33.666375,0.569288389513109,0.756554307116105,0.823970037453184,0.730337078651685,0.569288389513109,0.307116104868914,0.655430711610487,0.393258426966292,0.531835205992509,0.756554307116105,0.636704119850187,0.662921348314607,0.314606741573034,0.303370786516854,0.820224719101124,0.659176029962547
"802S27709",2010,22534666,0.998467388763722,0.829106733063302,0.999738087058889,"Impacted for CSCI and ASCI","Stressed by chemistry degradation","Impacted and stressed","Riverside","San Jacinto","Santa Ana","possibly constrained",0.83,75,75,2000,0.46,0.92,0.67,0.64,75,66,0.9,0.58,38,0.88,0.55,0.65,-117.289995,33.662695,0.666666666666667,0.415730337078652,0.771535580524345,0.741573033707865,0.453183520599251,0.157303370786517,0.865168539325843,0.367041198501873,0.389513108614232,0.756554307116105,0.51310861423221,0.397003745318352,0.314606741573034,0.47940074906367,0.887640449438202,0.602996254681648
"SMC04749",2009,22532850,0.947873854865904,0.998361823979724,0.999914608199012,"Impacted for CSCI and ASCI","Stressed by chemistry and habitat degradation","Impacted and stressed","Riverside","San Jacinto","Santa Ana","possibly constrained",0.67,67,61,85,0.6,0.71,0.61,0.44,42,52,0.56,0.2,38,3.35,0.98,0.3,-117.21321,33.85826,0.378277153558052,0.318352059925094,0.49438202247191,0.0149812734082397,0.280898876404494,0.337078651685393,0.558052434456929,0.295880149812734,0.232209737827715,0.243445692883895,0.239700374531835,0.176029962546816,0.314606741573034,0.749063670411985,0.940074906367041,0.310861423220974
"SMC08845",2009,22532816,0.987784745810939,0.997849065863737,0.999973725792782,"Impacted for CSCI and ASCI","Stressed by chemistry and habitat degradation","Impacted and stressed","Riverside","San Jacinto","Santa Ana","possibly constrained",0.57,63,58,1112,0.49,0.48,0.72,0.14,42,53,0.48,0.31,50,3.17,0.38,0.26,-117.21355,33.87309,0.172284644194757,0.224719101123595,0.426966292134831,0.400749063670412,0.292134831460674,0.194756554307116,0.258426966292135,0.471910112359551,0.119850187265918,0.243445692883895,0.209737827715356,0.228464419475655,0.524344569288389,0.726591760299625,0.857677902621723,0.273408239700375
"SMC29064",2012,22535148,0.120343631813427,0.363113722124214,0.439758929855921,"Healthy","Low stress","Healthy and unstressed","Riverside","San Jacinto","Santa Ana","possibly unconstrained",1.06,85.4,72.2,56,0.98,0.75,0.91,0.98,91.7,84,1.04,0.74,87.5,0.11,0.02,0.68,-116.7426,33.79564,0.940074906367041,0.539325842696629,0.707865168539326,0.00749063670411985,0.861423220973783,0.835205992509363,0.655430711610487,0.880149812734082,0.898876404494382,0.895131086142322,0.816479400749064,0.535580524344569,0.861423220973783,0.112359550561798,0.254681647940075,0.659176029962547
"SMC35837",2012,22535256,0.789314191587066,0.658703216503405,0.928093611260286,"Impacted for CSCI","Stressed by low levels of chemistry or habitat degradation","Impacted and stressed","Riverside","San Jacinto","Santa Ana","possibly unconstrained",1.16,90.3,69.4,383,0.67,0.38,0.92,0.77,83.3,73,0.9,0.58,50,0.58,0.2,0.73,-116.8261,33.7364,0.98876404494382,0.617977528089888,0.666666666666667,0.116104868913858,0.621722846441948,0.441947565543071,0.194756554307116,0.906367041198502,0.531835205992509,0.883895131086142,0.51310861423221,0.397003745318352,0.524344569288389,0.370786516853933,0.790262172284644,0.700374531835206
"801M12611",2015,22560942,0.989154183174111,0.989214511890328,0.999883022571585,"Impacted for CSCI and ASCI","Stressed by chemistry and habitat degradation","Impacted and stressed","Orange","Lower Santa Ana","Santa Ana","likely constrained",0.83,50,30.6,2300,0.47,0.43,0.8,0.77,41.7,40,0.71,0.91,37.5,0.8,0.04,0.16,-117.86822,33.80456,0.666666666666667,0.138576779026217,0.172284644194757,0.801498127340824,0.209737827715356,0.176029962546816,0.213483146067416,0.644194756554307,0.531835205992509,0.179775280898876,0.318352059925094,0.782771535580524,0.247191011235955,0.464419475655431,0.367041198501873,0.172284644194757
"801M12641",2016,20355352,0.997685294871643,0.999500130562523,0.99999884294965,"Impacted for CSCI and ASCI","Stressed by chemistry and habitat degradation","Impacted and stressed","Orange","Lower Santa Ana","Santa Ana",NA,0.65,25,33.3,3211,0.4,0.03,0.37,0.64,33.3,29,0.28,0.22,25,0.38,0.02,0.01,-117.88292,33.69422,0.329588014981273,0.0449438202247191,0.213483146067416,0.921348314606742,0.0411985018726592,0.0973782771535581,0.0149812734082397,0.198501872659176,0.389513108614232,0.161048689138577,0.0973782771535581,0.187265917602996,0.213483146067416,0.269662921348315,0.254681647940075,0.0674157303370786
"801M12644",2016,22563124,0.999141441050813,0.998673949549521,0.999998861507519,"Impacted for CSCI","Stressed by chemistry and habitat degradation","Impacted and stressed","Orange","Lower Santa Ana","Santa Ana","possibly constrained",0.88,25,25,3803,0.61,0.21,0.36,0.36,41.7,29,0.27,0.28,25,0.38,0.01,0,-117.76561,33.89118,0.722846441947566,0.0449438202247191,0.149812734082397,0.936329588014981,0.0411985018726592,0.344569288389513,0.0749063670411985,0.191011235955056,0.198501872659176,0.179775280898876,0.0823970037453183,0.209737827715356,0.213483146067416,0.269662921348315,0.179775280898876,0.048689138576779
"801M12649",2016,20355376,0.996797522069937,0.98164861261468,0.999941230086912,"Impacted for CSCI and ASCI","Stressed by chemistry and habitat degradation","Impacted and stressed","Orange","Lower Santa Ana","Santa Ana","likely constrained",0.64,67.7,41.7,3020,0.42,0.79,0.67,0.27,66.7,53,0.49,0.3,37.5,0.32,0.03,0.11,-117.81997,33.6885,0.295880149812734,0.337078651685393,0.258426966292135,0.913857677902622,0.292134831460674,0.108614232209738,0.719101123595506,0.367041198501873,0.146067415730337,0.460674157303371,0.224719101123595,0.220973782771536,0.247191011235955,0.228464419475655,0.307116104868914,0.149812734082397
"801S02947",2011,20355372,0.998501178503594,0.9981636540075,0.999997247645152,"Impacted for CSCI and ASCI","Stressed by chemistry and habitat degradation","Impacted and stressed","Orange","Lower Santa Ana","Santa Ana","likely constrained",0.4,67,39,2552,0.54,0.12,0.43,0.85,33,44,0.49,0.62,38,8.8,0.06,0.11,-117.81143,33.69919,0.0299625468164794,0.318352059925094,0.250936329588015,0.857677902621723,0.232209737827715,0.277153558052434,0.048689138576779,0.213483146067416,0.655430711610487,0.134831460674157,0.224719101123595,0.426966292134831,0.314606741573034,0.921348314606742,0.423220973782772,0.149812734082397
"801S03971",2011,20355412,0.998295772310786,0.996680792745336,0.99999434331509,"Impacted for CSCI and ASCI","Stressed by chemistry and habitat degradation","Impacted and stressed","Orange","Lower Santa Ana","Santa Ana","likely constrained",0.62,29,28,1666,0.22,0.16,0.42,0.99,33,32,0.54,0.87,38,8.1,0.49,0,-117.82775,33.67551,0.247191011235955,0.0674157303370786,0.164794007490637,0.621722846441948,0.0599250936329588,0.00374531835205993,0.0599250936329588,0.209737827715356,0.913857677902622,0.134831460674157,0.235955056179775,0.730337078651685,0.314606741573034,0.910112359550562,0.876404494382023,0.048689138576779
"SMC00766",2011,20355480,0.98824200657103,0.700281891123368,0.996475916445285,"Impacted for CSCI and ASCI","Stressed by chemistry degradation","Impacted and stressed","Orange","Lower Santa Ana","Santa Ana","likely constrained",0.79,38,69,1442,0.53,0.23,0.72,0.91,75,64,0.78,0.96,75,2.1,0.21,0.36,-117.83739,33.65718,0.595505617977528,0.0973782771535581,0.647940074906367,0.569288389513109,0.397003745318352,0.254681647940075,0.0861423220973783,0.471910112359551,0.752808988764045,0.756554307116105,0.363295880149813,0.838951310861423,0.842696629213483,0.674157303370786,0.801498127340824,0.344569288389513
"SMC00899",2011,20355328,0.975289800649014,0.999071053339086,0.999977045542822,"Impacted for CSCI and ASCI","Stressed by chemistry and habitat degradation","Impacted and stressed","Orange","Lower Santa Ana","Santa Ana","likely constrained",0.64,67,25,1706,0.29,0.35,0,0,42,40,0.11,0.15,25,0.36,0.09,0,-117.7888,33.71747,0.295880149812734,0.318352059925094,0.149812734082397,0.644194756554307,0.209737827715356,0.0187265917602996,0.168539325842697,0.0374531835205993,0.101123595505618,0.243445692883895,0.00749063670411985,0.131086142322097,0.213483146067416,0.254681647940075,0.531835205992509,0.048689138576779
"SMC01155",2009,22561192,0.720919109736012,0.729968300255909,0.924639312835921,"Healthy","Stressed by low levels of chemistry or habitat degradation","Healthy and resilient","Orange","Lower Santa Ana","Santa Ana","possibly unconstrained",0.84,88,67,1196,1.05,1,0.9,0.83,83,78,0.99,0.52,75,6.13,0,0.64,-117.67949,33.7606,0.685393258426966,0.595505617977528,0.606741573033708,0.453183520599251,0.756554307116105,0.932584269662921,1,0.850187265917603,0.629213483146067,0.857677902621723,0.689138576779026,0.370786516853933,0.842696629213483,0.835205992509363,0.108614232209738,0.588014981273408
"SMC01923",2011,20355428,0.998362302754691,0.9988808489583,0.999998167169422,"Impacted for CSCI and ASCI","Stressed by chemistry and habitat degradation","Impacted and stressed","Orange","Lower Santa Ana","Santa Ana","likely constrained",0.63,67,31,2155,0.52,1,0,0.35,33,42,0.45,0.44,38,19,0.11,0.14,-117.78872,33.67221,0.265917602996255,0.318352059925094,0.191011235955056,0.779026217228464,0.220973782771536,0.228464419475655,1,0.0374531835205993,0.179775280898876,0.134831460674157,0.198501872659176,0.307116104868914,0.314606741573034,0.98501872659176,0.595505617977528,0.161048689138577
"SMC02206",2011,22527369,0.986528179931593,0.999338298816524,0.999991085680717,"Impacted for CSCI and ASCI","Stressed by chemistry and habitat degradation","Impacted and stressed","Orange","Lower Santa Ana","Santa Ana","likely constrained",0.64,33,39,980,0.5,0.55,0.55,0.41,33,39,0.41,0.32,50,0.83,0.75,0.02,-117.85002,33.87098,0.295880149812734,0.0749063670411985,0.250936329588015,0.337078651685393,0.191011235955056,0.209737827715356,0.333333333333333,0.254681647940075,0.220973782771536,0.134831460674157,0.176029962546816,0.232209737827715,0.524344569288389,0.471910112359551,0.910112359550562,0.0749063670411985
"SMC02270",2010,948070536,0.998652611471491,0.999554624592296,0.999999399906285,"Impacted for CSCI and ASCI","Stressed by chemistry and habitat degradation","Impacted and stressed","Orange","Lower Santa Ana","Santa Ana",NA,0.78,54,33,1751,0.67,0.69,0.31,0,33,36,0.34,0.08,25,3.27,0.7,0.25,-117.77241,33.79573,0.569288389513109,0.161048689138577,0.202247191011236,0.662921348314607,0.101123595505618,0.441947565543071,0.524344569288389,0.164794007490637,0.101123595505618,0.134831460674157,0.142322097378277,0.048689138576779,0.213483146067416,0.741573033707865,0.906367041198502,0.265917602996255
"SMC02563",2010,20355416,0.998971412964199,0.995596086224009,0.999995470191383,"Impacted for CSCI and ASCI","Stressed by chemistry and habitat degradation","Impacted and stressed","Orange","Lower Santa Ana","Santa Ana","likely constrained",0.51,38,44,1600,0.52,0.65,0.62,0.66,42,41,0.6,0.63,38,1.6,1.65,0.09,-117.67293,33.68193,0.116104868913858,0.0973782771535581,0.292134831460674,0.606741573033708,0.213483146067416,0.228464419475655,0.471910112359551,0.310861423220974,0.408239700374532,0.243445692883895,0.243445692883895,0.441947565543071,0.314606741573034,0.606741573033708,0.973782771535581,0.131086142322097
"SMC05230",2012,948070545,0.996400127642708,0.992920807217722,0.999974515809591,"Impacted for CSCI and ASCI","Stressed by chemistry and habitat degradation","Impacted and stressed","Orange","Lower Santa Ana","Santa Ana",NA,0.78,75,53,1243,0.72,0.54,0.83,0.69,33,50,0.8,0.98,38,3.77,0.85,0.31,-117.75077,33.87308,0.569288389513109,0.415730337078652,0.348314606741573,0.49438202247191,0.269662921348315,0.531835205992509,0.325842696629214,0.722846441947566,0.441947565543071,0.134831460674157,0.385767790262172,0.850187265917603,0.314606741573034,0.771535580524345,0.928838951310861,0.318352059925094
"SMC05379",2012,20357190,0.986957759037291,0.999005952175171,0.99998703538874,"Impacted for CSCI and ASCI","Stressed by chemistry and habitat degradation","Impacted and stressed","Orange","Lower Santa Ana","Santa Ana","likely constrained",0.51,67,25,1740.5,0.36,0.89,0.29,0.36,42,40,0.4,0.14,25,1.05,0.12,0.07,-117.77913,33.72777,0.116104868913858,0.318352059925094,0.149812734082397,0.655430711610487,0.209737827715356,0.0599250936329588,0.827715355805243,0.157303370786517,0.198501872659176,0.243445692883895,0.168539325842697,0.108614232209738,0.213483146067416,0.535580524344569,0.632958801498127,0.108614232209738
